index,words,jyutping,meanings,note,category_1,category_2,category_3
169,叔婆,suk1 po4,叔祖母（父親的嬸母）,,一、人物,一C親屬、親戚,一C2祖輩、曾祖輩
170,姑婆,gu1 po4,父親或母親的姑媽、姑姑。,,一、人物,一C親屬、親戚,一C2祖輩、曾祖輩
171,姑太,gu1 taai3-2,同“姑婆”。,,一、人物,一C親屬、親戚,一C2祖輩、曾祖輩
172,舅公,kau5 gung1,父親或母親的舅舅。,,一、人物,一C親屬、親戚,一C2祖輩、曾祖輩
173,妗婆,kam5 po4,父親或母親的舅媽。,,一、人物,一C親屬、親戚,一C2祖輩、曾祖輩
174,太公,taai3 gung1,曾祖父；曾外袓父。,,一、人物,一C親屬、親戚,一C2祖輩、曾祖輩
175,太爺,taai3 je4,曾祖父；曾外祖父。,,一、人物,一C親屬、親戚,一C2祖輩、曾祖輩
176,太婆,taai3 po4,。曾祖母；曾外祖母。,,一、人物,一C親屬、親戚,一C2祖輩、曾祖輩
177,阿（亞）太,aa3 taai3,曾祖母；曾外祖母。,,一、人物,一C親屬、親戚,一C2祖輩、曾祖輩
178,*阿（亞）哥,aa3 go1,哥哥。,[重見一B1],一、人物,一C親屬、親戚,一C3同輩
179,*大佬,daai6 lou2,兄長。,[重見一A2、一E3],一、人物,一C親屬、親戚,一C3同輩
180,阿嫂,aa3 sou2,嫂嫂。,,一、人物,一C親屬、親戚,一C3同輩
181,*細佬,sai3 lou2,弟弟。,[重見一B1],一、人物,一C親屬、親戚,一C3同輩
182,弟弟,di4 di2,常用於對家中小弟的稱呼。,[一般的“弟弟”（義為弟弟，或者作為對小男孩的昵稱，同於普通話）讀為dai4dai2，與此不同],一、人物,一C親屬、親戚,一C3同輩
183,弟嫂,dai6 sou2,弟媳婦。,,一、人物,一C親屬、親戚,一C3同輩
184,家姐,gaa1 ze2-1,。同父母的姐姐（包括同胞的和繼父母帶來的），近房的堂姐。,[表姐或無親戚關係的不稱～],一、人物,一C親屬、親戚,一C3同輩
185,大姊,daai6 zi2,姐姐，特指最大的姐姐（長姐）。,,一、人物,一C親屬、親戚,一C3同輩
186,*妹2,mui6-2,妹妹。你有幾個～？（你有多少個妹妹？）,,一、人物,一C親屬、親戚,一C3同輩
187,細妹,sai3 mui6-2,妹妹。我個大～大過細嘅～兩歲。（我那大的妹妹比小的妹妹大兩歲。）,,一、人物,一C親屬、親戚,一C3同輩
188,阿（亞）妹1,aa3 mui6-2,妹妹。,,一、人物,一C親屬、親戚,一C3同輩
189,阿（亞）妹2,aa3 mui6-1,常用於對家中閨女，往往是大閨女的特定稱呼。,[廣州人家中如果有兩個閨女，往往大的稱“～”，小的稱“妹妹”],一、人物,一C親屬、親戚,一C3同輩
190,妹妹,mui6-4 mui6-2,對家中小閨女的特定稱呼。,[也一般地指妹妹，用法與普通話相同，但較少用（多用“細妹”指妹妹）],一、人物,一C親屬、親戚,一C3同輩
191,*姊妹,zi2 mui6-2,姐妹；姐弟；兄妹。何仔屋企四～：兩個大佬，下便個細妹。（小何家裡四兄妹：兩個哥哥，下面一個妹妹。）,[兄弟姐妹中衹要有一人是女性，即可稱為～。重見一E2],一、人物,一C親屬、親戚,一C3同輩
192,老公,lou5 gung1,丈夫。,,一、人物,一C親屬、親戚,一C3同輩
193,*阿（亞）公,aa3 gung1,【俗】妻子對丈夫的稱呼，不用於當面稱呼。我～中意餼雀。（我那老頭子喜歡養鳥。）,[重見一C2],一、人物,一C親屬、親戚,一C3同輩
194,*心抱（新婦）,sam1 pou5,媳婦兒；妻子。“娶咗～，唔要老母。”（娶了媳婦兒就跟母親疏遠了。反映一種社會現象的諺語。）,[本字為“新婦”。重見一C2],一、人物,一C親屬、親戚,一C3同輩
195,*阿（亞）婆2,aa3 po4-2,【俗】丈夫對妻子的稱呼。,[如婆字不變調，意思不同。參見一B4、一C2“阿（亞）婆1”],一、人物,一C親屬、親戚,一C3同輩
196,黃面婆,wong4 min6 po4,【謔】【貶】妻子（常常是城裡的男人對別人稱呼自己在鄉下的妻子）。,,一、人物,一C親屬、親戚,一C3同輩
197,煮飯婆,zyu2 faan6 po4-2,【謔】妻子。,,一、人物,一C親屬、親戚,一C3同輩
198,大婆,daai6 po4-2,【舊】【俗】大老婆；正室。,,一、人物,一C親屬、親戚,一C3同輩
199,妾侍,cip3 si6,【舊】小老婆；偏房。,,一、人物,一C親屬、親戚,一C3同輩
200,二奶,ji6 naai5-1,【舊】小老婆。,,一、人物,一C親屬、親戚,一C3同輩
201,老襟,lou5 kam1,連襟。,,一、人物,一C親屬、親戚,一C3同輩
202,大舅,daai6 kau5,大舅子。,,一、人物,一C親屬、親戚,一C3同輩
203,舅仔,kau5 zai2,小舅子。,,一、人物,一C親屬、親戚,一C3同輩
204,大姨,daai6 ji4-1,大姨子。,,一、人物,一C親屬、親戚,一C3同輩
205,*姨仔,ji4-1 zai2,小姨子。,[重見一C1],一、人物,一C親屬、親戚,一C3同輩
206,大伯,daai6 baak3,大伯子,,一、人物,一C親屬、親戚,一C3同輩
207,叔仔,suk1 zai2,小叔子。,,一、人物,一C親屬、親戚,一C3同輩
208,大姑,daai6 gu1,大姑子。,,一、人物,一C親屬、親戚,一C3同輩
209,姑仔,gu1 zai2,小姑子。,,一、人物,一C親屬、親戚,一C3同輩
210,*老親（襯）,lou5 can3,【謔】親家。,[由於此詞另有不大好的意思，所以不大使用，如用到則帶玩笑口吻。],一、人物,一C親屬、親戚,一C3同輩
211,禾叉髀,wo4 caa1 bei2,【喻】原指禾叉（叉取稻草的工具）的兩個分叉（髀：大腿，喻指分叉），比喻同輩的堂親（堂兄弟、堂姐妹等）。堂親是同一祖宗的分支，所以有此比喻。我嘅～兄弟。（我的堂兄弟。）,,一、人物,一C親屬、親戚,一C3同輩
212,老表,lou5 bui2,同輩的表親（表兄弟、表姐妹等）。我哋兩個係～。（我們倆是表親。）,,一、人物,一C親屬、親戚,一C3同輩
213,*仔（崽）,zai2,①兒子。②泛指兒女。生～（生孩子）,[重見一B1、二D1、八A8],一、人物,一C親屬、親戚,一C4後輩
214,*女2,neoi5-2,女兒。,[重見一B2、一E2、三A19],一、人物,一C親屬、親戚,一C4後輩
215,仔仔,zai2 zai2,（此詞有3種讀法，意思一樣：1、兩字都讀第2聲；2、前字第4聲，後字第2聲；3、前字第4聲，後字第1聲）【昵】對兒子的昵稱（衹用于幼年）,,一、人物,一C親屬、親戚,一C4後輩
216,女女,neoi5-4 neoi5-2,【昵】對女兒的昵稱（衹用于幼年）。,,一、人物,一C親屬、親戚,一C4後輩
217,阿（亞）仔,aa3 zai2,常用于對兒子的稱呼。,,一、人物,一C親屬、親戚,一C4後輩
218,阿（亞）女,aa3 neoi5-2,常用于對女兒的稱呼。,,一、人物,一C親屬、親戚,一C4後輩
219,死女包,sei2 neoi5-2 baau1,【俗】【詈】死丫頭（對自家女兒的詈稱）。,,一、人物,一C親屬、親戚,一C4後輩
220,衰女,seoi1 neoi5-2,【詈】【昵】死丫頭（對自家女兒的詈稱，口氣比“死女包”輕些；有時又作為親昵的稱呼）。,[又作“衰女包”],一、人物,一C親屬、親戚,一C4後輩
221,仔女,zai2 neoi5-2,兒女。啲～都大喇。（兒女們都大了。）,,一、人物,一C親屬、親戚,一C4後輩
222,*細路,sai3 lou6,孩子，兒女。你個～幾大喇？（你的孩子多大了？）,[重見一B1],一、人物,一C親屬、親戚,一C4後輩
223,孖仔,maa1 zai2,孿生子（孖：成雙的）。,,一、人物,一C親屬、親戚,一C4後輩
224,孖女,maa1 neoi5-2,孿生姑娘,,一、人物,一C親屬、親戚,一C4後輩
225,頭長仔,tau4 zoeng2 zai2,長音生長的長。最大的兒子，長子。,,一、人物,一C親屬、親戚,一C4後輩
226,孻仔,laai1 zai2,最小的兒子（孻：末尾）。,,一、人物,一C親屬、親戚,一C4後輩
227,孻女,laai1 neoi5-2,最小的女兒。,,一、人物,一C親屬、親戚,一C4後輩
228,阿孻,aa3 laai1,【昵】對最小的孩子的昵稱。,,一、人物,一C親屬、親戚,一C4後輩
229,心肝椗,sam1 gon1 ding3,極疼愛的孩子；心肝寶貝兒（椗：蒂）。個女係佢嘅～。（女兒是她的心肝寶貝。）,,一、人物,一C親屬、親戚,一C4後輩
230,香爐墩,hoeng1 lou4 dan1-2,【喻】【謔】獨生子（靠他維持香火之意）。,,一、人物,一C親屬、親戚,一C4後輩
231,屐仔,kek6 zai2,【謔】年幼的子女（屐：木拖鞋）。屋企有隻～，行唔開。（家裡有個孩子，走不開。）,,一、人物,一C親屬、親戚,一C4後輩
232,*心抱（新婦）,sam1 pou5,兒媳。你個～待你幾孝順。（你的兒媳婦對你挺孝順。）,[重見一C3],一、人物,一C親屬、親戚,一C4後輩
233,家嫂,gaa1 sou2,【舊】公婆對兒媳的稱呼。,[最初本應是小叔子對嫂嫂的稱呼，因父母隨兒子稱呼而發生演變],一、人物,一C親屬、親戚,一C4後輩
234,新家嫂,san1 gaa1 sou2,新娶的兒媳婦。,,一、人物,一C親屬、親戚,一C4後輩
235,侄,zat6-2,侄子。,,一、人物,一C親屬、親戚,一C4後輩
236,侄仔,zat6 zai2,侄子。,,一、人物,一C親屬、親戚,一C4後輩
237,侄抱（婦）,zat6 pou5,侄媳婦。,,一、人物,一C親屬、親戚,一C4後輩
238,外甥,ngoi6 saang1,男子的外甥；女子的丈夫的外甥。,[普通話“外甥”與“舅舅、舅母、姨媽、姨父”相對，而廣州話“～”衹與“舅父、妗母”相對，與“姨媽、阿（亞）姨、姨丈”相對的是“姨甥”],一、人物,一C親屬、親戚,一C4後輩
239,姨甥,ji4 saang1,女子的外甥；男子的妻子的外甥。,"[參見“外甥""]",一、人物,一C親屬、親戚,一C4後輩
240,外甥女,ngoi6 saang1 neoi5-2,男子的外甥女；女子的丈夫的外甥女。,[參見“外甥”],一、人物,一C親屬、親戚,一C4後輩
241,姨甥女,ji4 saang1 neoi5-2,女子的外甥女；男子的妻子的外甥女。,[參見“外甥”],一、人物,一C親屬、親戚,一C4後輩
242,野仔,je5 zai2,【貶】私生子（歧視的說法）。,,一、人物,一C親屬、親戚,一C4後輩
243,油瓶仔,jau4 peng4-5 zai2,【貶】母出嫁帶到男方的孩子（歧視的說法）。,,一、人物,一C親屬、親戚,一C4後輩
244,孫,syun1,孫子。,,一、人物,一C親屬、親戚,一C4後輩
245,塞（息）,sak1,曾孫。,,一、人物,一C親屬、親戚,一C4後輩
246,*嘜1,mak1,玄孫。,,一、人物,一C親屬、親戚,一C4後輩
247,*屋企,uk1 kei2,家庭；家裡人。噉要～同意至得。（這要家裡同意才行。）,[重見三A25],一、人物,一C親屬、親戚,一C5家人合稱
248,外家,ngoi6 gaa1,岳家（對已婚男子而言）；娘家（對已婚女子而言。）,[普通話指外袓父家或男子的外室，與廣州話完全不同],一、人物,一C親屬、親戚,一C5家人合稱
249,家爺仔乸,gaa1 je4 zai2 naa2,全家人；一家子（父母兒女等）。～都喺晒處。（一家子都在這兒。）,,一、人物,一C親屬、親戚,一C5家人合稱
250,仔乸,zai2 naa2,母子。佢哋～幾好吖嘛？（他們母子挺好吧？）,,一、人物,一C親屬、親戚,一C5家人合稱
251,仔爺,zai2 je4,父子。幾～一齊去玩。（父子幾個一起去玩。）,,一、人物,一C親屬、親戚,一C5家人合稱
252,兩仔乸,loeng5 zai2 naa2,母子倆。,,一、人物,一C親屬、親戚,一C5家人合稱
253,兩仔爺,loeng5 zai2 je4,父子倆。,,一、人物,一C親屬、親戚,一C5家人合稱
254,爺孫,je4 syun1,爺爺（或外公）和孫子。兩～（爺孫倆）。,,一、人物,一C親屬、親戚,一C5家人合稱
255,婆孫,po4 syun1,外婆（或奶奶）和孫子。～幾個唔知幾親熱！（婆婆孫子幾個不知多親熱！）,,一、人物,一C親屬、親戚,一C5家人合稱
256,嫲孫,maa4 syun1,奶奶和孫子。,,一、人物,一C親屬、親戚,一C5家人合稱
257,兩公婆,loeng5 gung1 po4-2,夫妻倆。,,一、人物,一C親屬、親戚,一C5家人合稱
258,老祖,lou5 zou2,祖先。,,一、人物,一C親屬、親戚,一C6其他
259,老宗,lou5 zung1,本家；泛指同姓的人。,,一、人物,一C親屬、親戚,一C6其他
260,親生,can1 saang1,有直接血緣的；親。～大佬（親哥哥）│～姊妹,[普通話“親生”衹用于父母與子女間，廣州話使用範圍則較大],一、人物,一C親屬、親戚,一C6其他
261,疏堂,so1 tong4,堂房的，從親的。～阿叔（堂叔）│～大佬（堂哥）│～細妹（堂妹）,,一、人物,一C親屬、親戚,一C6其他
262,契,kai3,拜認的，乾親的。～爺（乾爹）│～乸（乾媽）│～仔（乾兒子）│～家姐（乾姐姐）。,,一、人物,一C親屬、親戚,一C6其他
263,*翻生,faan1 saang1,本義為復活。舊俗：巳婚女子去世，其丈夫再娶，原來的岳家認他的新妻子為親人，稱為“～XX”。～女│～大姐│～細妹。,[重見二C1],一、人物,一C親屬、親戚,一C6其他
264,高佬,gou1 lou2,高個子（男性）,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
265,長腳蜢,coeng4 goek3 maang5-2,【喻】【謔】腿長的人。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
266,戙企水魚,dung6 kei5 seoi5 jyu4-2,【喻】【謔】矮而胖的人（戙企：豎立；水魚：甲魚。豎立的甲魚矮寬而似人）。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
267,矮仔,ai2 zai2,矮子（男性）。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
268,矮仔嘜,ai2 zai2 mak1,【貶】嘜音麥第1聲。矮子（男性）。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
269,肥佬,fei4 lou2,胖男人。嗰度坐住個～。（那兒坐著個胖子。）,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
270,肥婆,fei4 po4,胖女人。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
271,肥奶奶,fei4 naai5-4 naai5-2,【謔】對上年紀的胖女人開玩笑的稱呼。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
272,肥仔,fei4 zai2,小胖子。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
273,肥仔嘜,fei4 zai2 mak1,【昵】小胖子。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
274,肥妹,fei4 mui6-1,胖姑娘。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
275,*大肚腩,daai6 tou5 naam5,腹部特別肥胖的人。個～唔知走咗去邊。（那個大肚皮不知跑哪兒去了。）,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
276,鋼筋,gong3 gan1,【喻】【褒】瘦而結實的人。你咪睇佢瘦，佢～嚟 。（你別看他瘦，他像鋼筋那樣結實。）,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
277,瘦骨仙,sau3-5 gwat1 sin1,【喻】【謔】極瘦的人。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
278,鶴,hok6-2,【喻】【謔】極瘦的人。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
279,阿奀,aa3 ngan1,瘦小的人（一般指小孩。奀：瘦小）。,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
280,豆丁,dau6 deng1,【喻】個子小的人（一般指小孩）。你個～都想參軍？（你這丁點兒大的孩子也想參軍？）,,一、人物,一D各種體貌、狀態的人,一D1各種體形的人
281,靚仔,leng3 zai2,【褒】漂亮英俊的男孩。,,一、人物,一D各種體貌、狀態的人,一D2各種外貌的人
282,靚女,leng3 neoi5-2,【褒】漂亮姑娘。,,一、人物,一D各種體貌、狀態的人,一D2各種外貌的人
283,削仔,soek3 zai2,【貶】模樣清瘦的男青年；小白臉。,,一、人物,一D各種體貌、狀態的人,一D2各種外貌的人
284,鬍鬚公,wu4 sou1 gung1,長著大鬍子的人。,[又作“鬍鬚佬”],一、人物,一D各種體貌、狀態的人,一D2各種外貌的人
